Factors	Sum Sq	Df	F value	p_value	Eta2_partial	CI	CI_low	CI_high	Year	Body_Site	Indice	q_value
Age_num:Expo	8628.72544342576	1	1.63416115925583	0.20535092894501	0.0228125957337979	0.95	0	0.130766299336738	2016	Nose	observed_otus	0.552867885621181
Age_num:Gender	4369.34462232649	1	0.827493390538856	0.366119945420064	0.0116832228690645	0.95	0	0.105330664496623	2016	Nose	observed_otus	0.683423898117453
Expo	7717.42659378017	1	1.46157377142789	0.230747628227363	0.0204525830357834	0.95	0	0.125860600860461	2016	Nose	observed_otus	0.589966973904262
Expo:Gender	4705.66107330052	1	0.891187071025499	0.348402854572442	0.01257119689832	0.95	0	0.10763815212148	2016	Nose	observed_otus	0.67744999500197
Gender	5674.34259093332	1	1.07464194187327	0.303467157725226	0.0151199065167593	0.95	0	0.113918752881184	2016	Nose	observed_otus	0.659944340314554
Residuals	369615.186126967	70	NA	NA	NA	NA	NA	NA	2016	Nose	observed_otus	NA
(Intercept)	69333.6183323196	1	404.352069484171	3.03428091657629e-35	NA	NA	NA	NA	2015	Right_Arm	faith_pd	5.3099916040085e-34
Age_num	23.3623927234003	1	0.136248937716342	0.712896395348086	0.0014950026943665	0.95	0	0.053139819601835	2015	Right_Arm	faith_pd	0.875486801304668
Age_num:Expo	2.42330689642404	1	0.0141326701553027	0.905631747059293	0.000155279952032516	0.95	0	0.0272667471601197	2015	Right_Arm	faith_pd	0.960518519608341
Age_num:Gender	145.817233798854	1	0.850402758015867	0.358876938152495	0.00925856319058603	0.95	0	0.0836880460132375	2015	Right_Arm	faith_pd	0.683423898117453
Expo	1920.58873145433	1	11.2008293649018	0.00118988349893199	0.109596266825878	0.95	0.0187546458707869	0.239770366586981	2015	Right_Arm	faith_pd	0.00740371954891018
Expo:Gender	0.236912306934755	1	0.00138166713204239	0.970430254648429	1.51829247724644e-05	0.95	0	0.0036777217039792	2015	Right_Arm	faith_pd	0.977066592005137
Gender	14.7583074486192	1	0.0860701100342126	0.769901960933101	0.000944931644654751	0.95	0	0.0478040835987519	2015	Right_Arm	faith_pd	0.895583618566693
Residuals	15603.6279875849	91	NA	NA	NA	NA	NA	NA	2015	Right_Arm	faith_pd	NA
(Intercept)	26004.6195934899	1	119.035120300894	5.74382060704918e-14	NA	NA	NA	NA	2016	Right_Arm	faith_pd	5.18796699991538e-13
Age_num	138.654846122576	1	0.634687088160085	0.430018125501135	0.0145454712870464	0.95	0	0.150098361718226	2016	Right_Arm	faith_pd	0.724856885460125
Age_num:Expo	53.8544517732516	1	0.246516628421381	0.62206736573719	0.00570026553906013	0.95	0	0.120473081793674	2016	Right_Arm	faith_pd	0.820349186508367
Age_num:Gender	183.90035486361	1	0.841796619476301	0.364001104231327	0.0192007783527362	0.95	0	0.161732560620539	2016	Right_Arm	faith_pd	0.683423898117453
Expo	861.497420194099	1	3.94347045466441	0.0534530288532657	0.0840046638322749	0.95	0	0.26910353168886	2016	Right_Arm	faith_pd	0.220100707042859
Expo:Gender	371.071258153528	1	1.69856404535013	0.199411400331021	0.0380004163808664	0.95	0	0.199630677463128	2016	Right_Arm	faith_pd	0.545347806656565
Gender	442.322766685733	1	2.02471501476767	0.16197287924159	0.0449689690229819	0.95	0	0.211641936369222	2016	Right_Arm	faith_pd	0.472961081138919
Residuals	9393.8548530342	43	NA	NA	NA	NA	NA	NA	2016	Right_Arm	faith_pd	NA
(Intercept)	15.7336447972726	1	4025.21063392557	4.00606732443742e-77	NA	NA	NA	NA	2015	Right_Arm	pielou_e	5.60849425421239e-75
Age_num	0.00175375084232859	1	0.448670135289992	0.504663304733931	0.00490625106550183	0.95	0	0.0702278499743354	2015	Right_Arm	pielou_e	0.792624812650885
Age_num:Expo	0.000139890786028163	1	0.0357889024929798	0.850373395054541	0.000393130030776277	0.95	0	0.0382767418613845	2015	Right_Arm	pielou_e	0.926826637274978
Age_num:Gender	0.00109808455510974	1	0.280928016688373	0.59738450374925	0.00307762007674826	0.95	0	0.0626847183338377	2015	Right_Arm	pielou_e	0.820349186508367
Expo	0.00167602155132751	1	0.428784293659749	0.514237840596745	0.00468981729301506	0.95	0	0.0694295738809616	2015	Right_Arm	pielou_e	0.794809260344164
Expo:Gender	0.000844619440759586	1	0.21608287198368	0.643151288849936	0.00236891198547672	0.95	0	0.0589992441103212	2015	Right_Arm	pielou_e	0.829872630774111
Gender	0.000461959913959642	1	0.118185327181152	0.731804106304014	0.00129705532168776	0.95	0	0.0514465490751769	2015	Right_Arm	pielou_e	0.885418479672613
Residuals	0.355698572513083	91	NA	NA	NA	NA	NA	NA	2015	Right_Arm	pielou_e	NA
(Intercept)	7.55708603370389	1	2580.37310656833	5.01406137535474e-40	NA	NA	NA	NA	2016	Right_Arm	pielou_e	1.16994765424944e-38
Age_num	0.00380620585091263	1	1.29963205023144	0.260590853783105	0.0293373102683514	0.95	0	0.183427207099237	2016	Right_Arm	pielou_e	0.613154950077895
Age_num:Expo	0.00100695700112799	1	0.343826278223257	0.560694636568449	0.00793253175241711	0.95	0	0.129653100287412	2016	Right_Arm	pielou_e	0.80509999097008
Age_num:Gender	0.000806536792521073	1	0.275392636738216	0.60243232953	0.0063637235842067	0.95	0	0.123417326691768	2016	Right_Arm	pielou_e	0.820349186508367
Expo	0.00257582803867959	1	0.879518556294089	0.353571569429245	0.020043942714771	0.95	0	0.163697518320519	2016	Right_Arm	pielou_e	0.678082461919099
Expo:Gender	0.00874506327152463	1	2.98600889025751	0.0911632829778606	0.0649329864086143	0.95	0	0.242658603523821	2016	Right_Arm	pielou_e	0.340342923117346
Gender	9.30940755805576e-05	1	0.0317870470095965	0.859333169838463	0.000738687588662565	0.95	0	0.0688670999857314	2016	Right_Arm	pielou_e	0.932609641685154
Residuals	0.125933222068582	43	NA	NA	NA	NA	NA	NA	2016	Right_Arm	pielou_e	NA
(Intercept)	1144.23104362259	1	2034.30060941385	4.66957015221062e-64	NA	NA	NA	NA	2015	Right_Arm	shannon	2.61495928523795e-62
Age_num	0.0839161859430888	1	0.149192550888366	0.700209810159631	0.00163679509069784	0.95	0	0.0543676307028265	2015	Right_Arm	shannon	0.8695031436451
Age_num:Expo	0.0420904018777861	1	0.074831504238314	0.785047706690036	0.00082164856088514	0.95	0	0.0462419034563704	2015	Right_Arm	shannon	0.900874417513156
Age_num:Gender	0.21781594866443	1	0.387249690154587	0.535304812682823	0.00423745863309755	0.95	0	0.0676941398882423	2015	Right_Arm	shannon	0.79508281318534
Expo	1.47742980178735	1	2.626686596989	0.108541020107566	0.0280548921729489	0.95	0	0.124077824858163	2015	Right_Arm	shannon	0.372020976198297
Expo:Gender	0.140997074842012	1	0.250675278279972	0.617808808491631	0.00274710600787893	0.95	0	0.0610459235512575	2015	Right_Arm	shannon	0.820349186508367
Gender	0.156589001909367	1	0.278395787098398	0.599038763675141	0.00304996362718447	0.95	0	0.0625520892831169	2015	Right_Arm	shannon	0.820349186508367
Residuals	51.1846796327989	91	NA	NA	NA	NA	NA	NA	2015	Right_Arm	shannon	NA
(Intercept)	537.593702946678	1	1243.50691538302	2.2747885785704e-33	NA	NA	NA	NA	2016	Right_Arm	shannon	3.7467105999983e-32
Age_num	0.337242610408211	1	0.780075205319186	0.382029530073666	0.0178180416927289	0.95	0	0.158425800196879	2016	Right_Arm	shannon	0.691338891358484
Age_num:Expo	0.0294565306833157	1	0.0681358420069296	0.795316717171206	0.00158204762464951	0.95	0	0.0909720626531658	2016	Right_Arm	shannon	0.908933391052807
Age_num:Gender	0.00323212575171183	1	0.00747622358969456	0.931498033209936	0.000173835440862113	0.95	0	0.0448926867576565	2016	Right_Arm	shannon	0.967587610190413
Expo	1.21163872892127	1	2.80263911221618	0.101369140060266	0.061189467824108	0.95	0	0.23714869596757	2016	Right_Arm	shannon	0.366972913051723
Expo:Gender	2.80314674041104	1	6.48395309957758	0.0145489042018329	0.131031429249999	0.95	0.00501616998618615	0.326401838752098	2016	Right_Arm	shannon	0.0727445210091643
Gender	0.336277423629618	1	0.777842633718666	0.382705457716304	0.01776795261993	0.95	0	0.15830394220695	2016	Right_Arm	shannon	0.691338891358484
Residuals	18.5897874316098	43	NA	NA	NA	NA	NA	NA	2016	Right_Arm	shannon	NA
(Intercept)	3610499.11542446	1	313.767284156416	3.04591968502609e-31	NA	NA	NA	NA	2015	Right_Arm	observed_otus	4.06122624670146e-30
Age_num	22.1603360638255	1	0.00192582472407629	0.96509284621688	2.11624611965417e-05	0.95	0	0.00728784036602952	2015	Right_Arm	observed_otus	0.977066592005137
Age_num:Expo	1112.98249212606	1	0.0967227750800813	0.75650974058821	0.00106175910761238	0.95	0	0.0491260904014838	2015	Right_Arm	observed_otus	0.895583618566693
Age_num:Gender	8653.17568289116	1	0.751996703655169	0.388125714339748	0.00819597099433162	0.95	0	0.0807248179893687	2015	Right_Arm	observed_otus	0.693579579549383
Expo	83576.6075758883	1	7.263152361972	0.00838281053030815	0.0739153201112124	0.95	0.00506967800432178	0.194427434015083	2015	Right_Arm	observed_otus	0.046023273499731
Expo:Gender	425.619655857678	1	0.0369881058636824	0.847917804673791	0.000406297556995957	0.95	0	0.0386264090241514	2015	Right_Arm	observed_otus	0.926826637274978
Gender	1504.77884330181	1	0.130771496079798	0.71847176979704	0.00143498725987877	0.95	0	0.0526468745419235	2015	Right_Arm	observed_otus	0.878480766564066
Residuals	1047130.90272292	91	NA	NA	NA	NA	NA	NA	2015	Right_Arm	observed_otus	NA
(Intercept)	1617088.1475867	1	86.5806033219239	7.33717999818089e-12	NA	NA	NA	NA	2016	Right_Arm	observed_otus	6.22548605906257e-11
Age_num	765.881804873352	1	0.0410061188304293	0.840481208015827	0.000952722125435844	0.95	0	0.0803824376755991	2016	Right_Arm	observed_otus	0.926514717497762
Age_num:Expo	1999.56985147612	1	0.107059076763068	0.745105091266212	0.00248356253142722	0.95	0	0.100686982378352	2016	Right_Arm	observed_otus	0.887905012105343
Age_num:Gender	7738.45635812462	1	0.414325107302716	0.523200831258481	0.00954351141653523	0.95	0	0.135308258774446	2016	Right_Arm	observed_otus	0.79508281318534
Expo	47118.453740797	1	2.52277166124962	0.119540051905429	0.0554177957357787	0.95	0	0.228401814645697	2016	Right_Arm	observed_otus	0.392283601302333
Expo:Gender	61723.8239528699	1	3.30475857185094	0.0760507368974737	0.0713697398232399	0.95	0	0.2518666123477	2016	Right_Arm	observed_otus	0.297862154473664
Gender	18572.1772074427	1	0.994373936895029	0.324254353177054	0.0226022977010957	0.95	0	0.169452227285725	2016	Right_Arm	observed_otus	0.66338043758909
Residuals	803122.0351709	43	NA	NA	NA	NA	NA	NA	2016	Right_Arm	observed_otus	NA
(Intercept)	66657.0795211287	1	476.392878752893	6.20818650779314e-38	NA	NA	NA	NA	2015	Right_Hand	faith_pd	1.33714786321698e-36
Age_num	43.8728371798752	1	0.313555699609562	0.576882259025745	0.00343383517602855	0.95	0	0.0643292270301744	2015	Right_Hand	faith_pd	0.812230424557146
Age_num:Expo	50.4725440793281	1	0.360723283178223	0.549597763378389	0.00394834093049087	0.95	0	0.0665302473055572	2015	Right_Hand	faith_pd	0.79508281318534
Age_num:Gender	916.705010517431	1	6.55161825367961	0.0121280567647818	0.0671605286612709	0.95	0.00315517425521819	0.185180519641449	2015	Right_Hand	faith_pd	0.0628862202618316
Expo	4742.1630250634	1	33.8918643189189	8.64505240531883e-08	0.271369672506241	0.95	0.129165133761871	0.409397559917528	2015	Right_Hand	faith_pd	6.54220182024127e-07
Expo:Gender	101.111949694359	1	0.722639112563356	0.397510673795864	0.00787852507903227	0.95	0	0.0798086728326561	2015	Right_Hand	faith_pd	0.693579579549383
Gender	166.763657068008	1	1.19184667604296	0.277839385179094	0.0129278967610991	0.95	0	0.0930084895359095	2015	Right_Hand	faith_pd	0.64293411446402
Residuals	12732.7558974051	91	NA	NA	NA	NA	NA	NA	2015	Right_Hand	faith_pd	NA
(Intercept)	26916.3085645798	1	121.458552021246	1.61899266104095e-16	NA	NA	NA	NA	2016	Right_Hand	faith_pd	1.5631653279016e-15
Age_num	403.193852397559	1	1.81939292970205	0.182066152790433	0.0272285163023879	0.95	0	0.144786145961216	2016	Right_Hand	faith_pd	0.511990944045231
Age_num:Expo	0.245003544006977	1	0.00110556674678341	0.973577068462262	1.70084298896755e-05	0.95	0	0.00170100040107826	2016	Right_Hand	faith_pd	0.977066592005137
Age_num:Gender	1804.97272739828	1	8.14485290141628	0.00578743606807464	0.111352372427269	0.95	0.0102400770477871	0.266831817285527	2016	Right_Hand	faith_pd	0.0352278717187152
Expo	1741.13671278682	1	7.85679594580097	0.00666624367299976	0.107838889204594	0.95	0.00903864739548186	0.262578339613868	2016	Right_Hand	faith_pd	0.038886421425832
Expo:Gender	41.5569594718418	1	0.187523787362789	0.666419181570382	0.00287668216965073	0.95	0	0.0781752836470813	2016	Right_Hand	faith_pd	0.852042789222406
Gender	720.694362339538	1	3.25209875973948	0.0759668559256732	0.0476483334408147	0.95	0	0.180272828933144	2016	Right_Hand	faith_pd	0.297862154473664
Residuals	14404.5851657416	65	NA	NA	NA	NA	NA	NA	2016	Right_Hand	faith_pd	NA
(Intercept)	15.5764323316522	1	5004.09151917078	2.43233058858626e-81	NA	NA	NA	NA	2015	Right_Hand	pielou_e	6.81052564804152e-79
Age_num	0.0015086150389389	1	0.484658332621336	0.488094153542418	0.00529770063587282	0.95	0	0.0716264199931827	2015	Right_Hand	pielou_e	0.785438867769408
Age_num:Expo	0.0130128255792944	1	4.18050608350625	0.0437803720441384	0.0439218728238165	0.95	0	0.150896414483913	2015	Right_Hand	pielou_e	0.182962748841175
Age_num:Gender	0.0139593415978009	1	4.48458423697037	0.036928783923	0.0469665786661508	0.95	0	0.155659617628629	2015	Right_Hand	pielou_e	0.159077838437538
Expo	0.000270760626697286	1	0.086984678322519	0.768717907575632	0.000954962760373604	0.95	0	0.0479230154317047	2015	Right_Hand	pielou_e	0.895583618566693
Expo:Gender	0.000962195284283762	1	0.309115281301374	0.579588073805105	0.00338537155188793	0.95	0	0.064111940480987	2015	Right_Hand	pielou_e	0.812230424557146
Gender	0.00731032299449252	1	2.34851758863956	0.128871503136232	0.0251585954368211	0.95	0	0.118695666728391	2015	Right_Hand	pielou_e	0.410045691797102
Residuals	0.283259276284227	91	NA	NA	NA	NA	NA	NA	2015	Right_Hand	pielou_e	NA
(Intercept)	8.99516308938434	1	1438.84313295319	4.61016974948111e-46	NA	NA	NA	NA	2016	Right_Hand	pielou_e	1.29084752985471e-44
Age_num	0.000342285021698585	1	0.0547510309807457	0.815728646150618	0.000841614641714205	0.95	0	0.0589169917068113	2016	Right_Hand	pielou_e	0.914317818240918
Age_num:Expo	5.59057595304613e-05	1	0.00894254138514369	0.924951256202612	0.000137558634790141	0.95	0	0.0328127002499853	2016	Right_Hand	pielou_e	0.967587610190413
Age_num:Gender	0.000327722520520601	1	0.0524216507782574	0.819620615637394	0.000805837038007182	0.95	0	0.0582813564206177	2016	Right_Hand	pielou_e	0.914317818240918
Expo	0.00957590212584003	1	1.53173665432005	0.220304098464151	0.0230226465044572	0.95	0	0.136412402867423	2016	Right_Hand	pielou_e	0.577028117429886
Expo:Gender	0.00945999255617519	1	1.51319605792412	0.223085608928331	0.0227503134356426	0.95	0	0.135851697280488	2016	Right_Hand	pielou_e	0.5783700972216
Gender	0.000492477841191774	1	0.078775487769271	0.77985516594378	0.00121046358323192	0.95	0	0.0643078702366896	2016	Right_Hand	pielou_e	0.900874417513156
Residuals	0.406358127178138	65	NA	NA	NA	NA	NA	NA	2016	Right_Hand	pielou_e	NA
(Intercept)	1113.2473232079	1	2675.34054316664	2.8708302153385e-69	NA	NA	NA	NA	2015	Right_Hand	shannon	2.67944153431593e-67
Age_num	0.339286091457808	1	0.815367634205489	0.368922093017594	0.00888051374421253	0.95	0	0.0826508552267473	2015	Right_Hand	shannon	0.684093947317393
Age_num:Expo	0.540958973988921	1	1.30002511134007	0.257200713506396	0.014084775272508	0.95	0	0.095729646932528	2015	Right_Hand	shannon	0.610847382701198
Age_num:Gender	3.24990735804983	1	7.81013233561809	0.00633580902799886	0.0790418163705137	0.95	0.00666991918108395	0.201279278162164	2015	Right_Hand	shannon	0.0377452452731847
Expo	3.16151021199146	1	7.59769753894711	0.00706082979221283	0.077057555385063	0.95	0.00603528854363413	0.198643157646227	2015	Right_Hand	shannon	0.0403475988126448
Expo:Gender	0.245136399008743	1	0.589108397749535	0.444751065795032	0.00643207918556406	0.95	0	0.0754105852285489	2015	Right_Hand	shannon	0.741251776325053
Gender	1.23974029945784	1	2.97932671113885	0.0877281675125958	0.0317019371749311	0.95	0	0.130601467971766	2015	Right_Hand	shannon	0.336491601418176
Residuals	37.8663967361739	91	NA	NA	NA	NA	NA	NA	2015	Right_Hand	shannon	NA
(Intercept)	619.101240425063	1	732.930481301628	4.14487055569982e-37	NA	NA	NA	NA	2016	Right_Hand	shannon	8.28974111139963e-36
Age_num	0.0301680700686831	1	0.0357148341363362	0.850694449213105	0.000549157247328201	0.95	0	0.0527206530087701	2016	Right_Hand	shannon	0.926826637274978
Age_num:Expo	0.0761823274456006	1	0.0901893685159573	0.764894959753186	0.00138560617799618	0.95	0	0.0663564979180329	2016	Right_Hand	shannon	0.895583618566693
Age_num:Gender	1.65562373539036	1	1.96003015662013	0.166265179526107	0.0292716438752432	0.95	0	0.148683375374819	2016	Right_Hand	shannon	0.479940724405257
Expo	4.27366525417685	1	5.05943023069266	0.0278863311125963	0.0722162628789999	0.95	0	0.216542957868144	2016	Right_Hand	shannon	0.128002831336508
Expo:Gender	0.742300048590714	1	0.878780878407345	0.352006008311472	0.013339361577278	0.95	0	0.114510756644453	2016	Right_Hand	shannon	0.678082461919099
Gender	0.219131428318875	1	0.259421388197826	0.612242798297959	0.0039752327354337	0.95	0	0.084067497378525	2016	Right_Hand	shannon	0.820349186508367
Residuals	54.9050444131661	65	NA	NA	NA	NA	NA	NA	2016	Right_Hand	shannon	NA
(Intercept)	3483093.86428236	1	354.078329190098	4.00154356502507e-33	NA	NA	NA	NA	2015	Right_Hand	observed_otus	6.22462332337234e-32
Age_num	5138.95580121526	1	0.522407076804679	0.471670234648995	0.00570796915739202	0.95	0	0.0730368743703936	2015	Right_Hand	observed_otus	0.763396911570628
Age_num:Expo	2299.51533014001	1	0.233760150535234	0.629910982497496	0.00256221107350536	0.95	0	0.0600712833709957	2015	Right_Hand	observed_otus	0.820349186508367
Age_num:Gender	72897.3543575914	1	7.4104731135727	0.00777143555779154	0.0753016714493435	0.95	0.00548975926695985	0.196293781981034	2015	Right_Hand	observed_otus	0.0435200391236326
Expo	277515.945895622	1	28.2112358366136	7.65886806682629e-07	0.236649134946297	0.95	0.100731888199894	0.375985267830544	2015	Right_Hand	observed_otus	5.64337647029305e-06
Expo:Gender	7352.37548149435	1	0.74741506473933	0.389569098594999	0.00814644275494776	0.95	0	0.0805828993249667	2015	Right_Hand	observed_otus	0.693579579549383
Gender	21148.2955160438	1	2.14985683226256	0.146030345027788	0.0230795505798132	0.95	0	0.114704012867902	2015	Right_Hand	observed_otus	0.434984006465751
Residuals	895173.512523902	91	NA	NA	NA	NA	NA	NA	2015	Right_Hand	observed_otus	NA
(Intercept)	1594009.44801618	1	82.1710772894782	3.80916568511109e-13	NA	NA	NA	NA	2016	Right_Hand	observed_otus	3.33301997447220e-12
Age_num	21742.3478492738	1	1.12081653455749	0.293661190912092	0.0169510389208776	0.95	0	0.123234020563227	2016	Right_Hand	observed_otus	0.652580424249094
Age_num:Expo	2242.47115510819	1	0.115599233640144	0.734953652170558	0.00177529247984595	0.95	0	0.0702017166295324	2016	Right_Hand	observed_otus	0.885418479672613
Age_num:Gender	141287.299950357	1	7.28335058408297	0.00885917642410551	0.100761109235116	0.95	0.00676428858086224	0.253874845880179	2016	Right_Hand	observed_otus	0.0477032576682604
Expo	137433.146622395	1	7.08466924540484	0.00978602900008156	0.098282607377802	0.95	0.00601353533861325	0.250781693771672	2016	Right_Hand	observed_otus	0.0516997758494875
Expo:Gender	4333.87704334222	1	0.223411063174547	0.638036331088457	0.00342532013479261	0.95	0	0.0841286816097342	2016	Right_Hand	observed_otus	0.827084132892444
Gender	46524.2738978323	1	2.3983231159975	0.126320889343133	0.0355843143436938	0.95	0	0.160155766692625	2016	Right_Hand	observed_otus	0.406549988690544
Residuals	1260913.42037594	65	NA	NA	NA	NA	NA	NA	2016	Right_Hand	observed_otus	NA
